0.07397190,0.03215239,0.05183010,337.86864161,9.50120446,0.03500000
0.08173241,0.04725630,0.08044005,282.78180796,124.03622455,0.03500000
0.05002521,0.08410271,0.07809664,163.49866655,52.45925487,0.03500000
0.02582775,0.00362754,0.01978295,122.37842573,8.91991676,0.03500000
0.08721950,0.04830484,0.07386670,307.24924411,142.89910998,0.03500000
0.02485291,0.06713231,0.01709049,161.81529111,13.61614467,0.03500000
0.01877687,0.04090568,0.01710471,13.50327867,113.18826580,0.03500000
0.06254078,0.03678358,0.02091096,42.00406309,50.44622484,0.03500000
0.00568551,0.05333615,0.04131088,57.93068120,36.88249690,0.03500000
0.03901619,0.06842311,0.07227612,340.18520610,64.38973994,0.03500000
0.00673906,0.06669666,0.01932282,318.51392560,38.85532635,0.03500000
0.09655148,0.02540015,0.03703392,266.03755632,149.90259113,0.03500000
0.09195140,0.02514425,0.03882184,223.04330481,1.28631304,0.03500000
0.05793710,0.09471946,0.06711174,180.58763964,141.39657362,0.03500000
0.01185455,0.03695611,0.02157144,76.28659063,113.33347551,0.03500000
0.02100442,0.05166565,0.01667311,53.43394986,85.00169392,0.03500000
0.06029529,0.04937317,0.09027389,319.19794916,119.73149603,0.03500000
0.01785526,0.01866928,0.03627592,79.93969470,141.42897742,0.03500000
0.07335783,0.09573390,0.00320656,308.86171728,47.01049190,0.03500000
0.01113726,0.01073704,0.09328811,119.61759967,143.43307176,0.03500000
0.02348215,0.06284936,0.08020678,257.38189929,153.07888344,0.03500000
0.08339612,0.02765090,0.00438908,98.79998127,44.06517513,0.03500000
0.00561049,0.02885714,0.03495834,94.75635835,132.70942655,0.03500000
0.08323032,0.05010091,0.03788965,253.56384873,144.21567294,0.03500000
0.00823002,0.07474440,0.02937460,74.78899000,0.03262585,0.03500000
0.03879964,0.00554398,0.02861717,154.60673214,83.49125921,0.03500000
0.06008582,0.04834831,0.03962010,343.87120502,104.17910689,0.03500000
0.00444595,0.06661143,0.06993057,62.43673736,166.11137066,0.03500000
0.03561239,0.09515764,0.06424640,169.21364156,37.88507254,0.03500000
0.04737016,0.03054243,0.06974789,57.98053931,70.62816252,0.03500000
0.07890643,0.02523673,0.04498248,317.13541987,141.75496780,0.03500000
0.01785561,0.06007982,0.08217930,169.36667635,170.49960915,0.03500000
